#,Category,Term,Slug,Current Default Source(s),Your Verified Source URL,Your Notes
352,Strata,Strata Insurance Deductible Bylaw,strata-insurance-deductible-bylaw,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
353,Strata,Strata Lot,strata-lot,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
354,Strata,Strata Plan,strata-plan,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
355,Strata,Strata Property Act,strata-property-act,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
356,Strata,Strata Rules,strata-rules,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
357,Strata,Strata Section,strata-section,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
358,Strata,Subject Clauses,subject-clauses,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
359,Strata,Subject Removal,subject-removal,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
360,Strata,Tenant Insurance,tenant-insurance,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
361,Strata,Townhouse,townhouse,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
362,Strata,Triplex,triplex,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
363,Strata,Unit Entitlement,unit-entitlement,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
364,Strata,Unrepresented Buyer,unrepresented-buyer,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
365,Strata,Variance,variance,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
366,Strata,Working With a REALTOR® Form,working-with-a-realtor-form,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
367,Strata,Zoning,zoning,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
368,Strata,Zoning Bylaw,zoning-bylaw,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
369,Taxes,Additional Property Transfer Tax (Foreign Buyer PTT),additional-property-transfer-tax-foreign-buyer-ptt,"Prohibition on the Purchase of Residential Property by Non-Canadians Act (S.C. 2022, c. 10, s. 235) — https://laws-lois.justice.gc.ca/eng/acts/P-25.2/ | Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax",,
370,Taxes,Assignment of Contract,assignment-of-contract,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
371,Taxes,Bare Trust,bare-trust,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
372,Taxes,BC Home Flipping Tax,bc-home-flipping-tax,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
373,Taxes,Capital Gains Tax (Real Estate),capital-gains-tax-real-estate,"Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
374,Taxes,Cash Offer,cash-offer,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
375,Taxes,Farm Class (Classification 9),farm-class-classification-9,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
376,Taxes,Federal Anti-Flipping Rule,federal-anti-flipping-rule,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
377,Taxes,First Home Savings Account (FHSA),first-home-savings-account-fhsa,"Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01 | BC Government — Property Transfer Tax — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax | BC Government — Home Owner Grant — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/annual-property-tax/home-owner-grant | Income Tax Act (R.S.C. 1985, c. 1 (5th Supp.)) — https://laws-lois.justice.gc.ca/eng/acts/i-3.3/ | Canada Revenue Agency (CRA) — https://www.canada.ca/en/revenue-agency.html",,
378,Taxes,First Time Home Buyers' Program (PTT),first-time-home-buyers-program-ptt,"BC Government — First Time Home Buyers' Program — https://www2.gov.bc.ca/gov/content/taxes/property-taxes/property-transfer-tax/exemptions/first-time-home-buyers | Property Transfer Tax Act (RSBC 1996, c. 378) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96378_01",,
